INTRPRETE;CàDIGO;TÖTULO;INÖCIO DA LETRA
Robbie Williams;19411;COME UNDONE;So unimpressed but so in awe
Robbie Williams - Pet Shop Boys;19746;SHE'S MADONNA;Ohhh Madonna Madonna
Robbie Williams & Nicole Kidman;09057;SOMETHIN' STUPID;I know I stand in line
Robbie Williams ;09206;BEYOND THE SEA ;Somewhere beyond the sea somewhere waiti 
Robbie Williams ;09241;ADVERTISING SPACE ;There's no earthly way of knowing 
Robert Plant;09167;SEA OF LOVE;Do you remember when we met…
Roberta Campos;15635;VARRENDO A LUA;Você me deu me deu a paz e fez de mim
Roberta Campos;15898;FELICIDADE;A felicidade vive atrás de mim
Roberta Campos;16034;MINHA FELICIDADE;Quero ver o sol nascer de novo aqui pra despertar
Roberta Campos;16303;ABRIGO;Ando tão só é bom porque sinto falta
Roberta Campos e Nando Reis;02906;DE JANEIRO A JANEIRO;Não consigo olhar no fundo dos seus
Roberta Flack;05901;FEEL LIKE MAKING LOVE;Strollin' in the park
Roberta Flack;05986;THE CLOSER I GET TO YOU;The closer I get to you
Roberta Flack;04530;KILLING ME SOFTLY WITH HIS SONG;Strumming my pain with his fingers
Roberta Flack & Peabo Bryson;04984;TONIGHT I CELEBRATE MY LOVE FOR YOU;Tonight I celebrate my love for you...
Roberta Kelly;19360;ZODIACS;Oh Capricorns Leos Sagittarians Scorpions Virgos
Roberta Miranda;07412;POBRE ESPERANÇA;Pobre coração vivendo de saudades
Roberta Miranda;03344;SÃO TANTAS COISAS;São tantas coisas só nós sabemos
Roberta Miranda;03521;EU TE AMO, TE AMO, TE AMO;Tanto tempo longe de você
Roberta Miranda;03331;MEU DENGO;Vem cá meu dengo ai ai ai ai ai
Roberta Miranda;15540;MARCAS;Hoje eu queria simplesmente não acreditar 
Roberta Miranda;15752;SOL DA MINHA VIDA;Há momentos que eu me pego pensando
Roberta Miranda;03977;SEMPRE MAIS;Sinto...você insiste em dizer
Roberta Miranda;03982;A MULHER EM MIM;Em meu coração os amores vem e
Roberta Miranda;04153;É AMOR DEMAIS;Oh amor
Roberta Miranda;04181;AMANHÃ;Me prendeste numa redoma
Roberta Miranda;04365;NO CORAÇÃO A PAIXÃO NA CABEÇA O CIÚME;Depois de tanta solidão mil vezes o meu coração...
Roberta Miranda;06133;FAZ AMOR COMIGO;Teu sorriso iluminado fez revolução...
Roberta Miranda;06165;ATRAÇÃO FATAL;Ai amor eu tô com medo dessa solidão…
Roberta Miranda;06288;BOLERO NUNCA MAIS;Outra vez a saudade trouxe você…
Roberta Miranda;06781;HISTÓRIA DO SERTÃO;O sertanejo quando pega na viola...
Roberta Miranda;03360;DÓI;Dói sentir que o nosso amor aos poucos
Roberta Miranda;03396;VÁ COM DEUS;A cada dia que se passa
Roberta Sá;09607;AMOR BLUE;Um gato de olhos azuis olhando a lua
Roberta Sá;01829;JANEIROS;É como o vento leve em seu lábio ass
Roberta Sá;15057;PELAS TABELAS;Ando com minha cabeça já pelas tabelas
Roberta Sá;15092;SAMBA DE AMOR E ÓDIO;Não há abrigo conta o mal
Roberta Sá;15121;GIRANDO NA RENDA;É no samba de roda eu vou
Roberta Sá;15868;SAMBA DE UM MINUTO;Devagar esquece o tempo lá de fora
Roberta Sá;16036;PAVILHÃO DE ESPELHOS;Não eu não me arrependi de nada
Roberta Sá;06683;A VIZINHA DO LADO;A vizinha quando passa com seu...
Roberta Sá e Lenine;01555;FOGO E GASOLINA;Você é um avião eu sou um edifício
Roberto Carlos;03309;CAFÉ DA MANHÃ;Amanhã de manhã vou pedir o café
Roberto Carlos;03074;EMOÇÕES;Quando eu estou aqui
Roberto Carlos;03336;O PROGRESSO;Eu queria poder afagar uma fera
Roberto Carlos;03597;TEM COISAS QUE A GENTE NÃO TIRA DO CORAÇÃO;Que bom te encontrar
Roberto Carlos;03164;MULHER PEQUENA;Quando uma mulher pequena
Roberto Carlos;03200;OUTRA VEZ;Você foi o maior dos meus casos
Roberto Carlos;03580;MULHER DE 40;Sorriso bonito olhar de quem sabe
Roberto Carlos;03063;DETALHES;Não adianta nem tentar
Roberto Carlos;03080;ESQUEÇA (FORGET HIM);Esqueça se ele não te ama
Roberto Carlos;03403;AMIGOS DO PEITO;Você, meu amigo de fé, meu irmão
Roberto Carlos;03012;AMADA AMANTE;Esse amor demais antigo
Roberto Carlos;03087;EU E ELA;Um grande amor começa agora
Roberto Carlos;03315;CORAÇÃO;Com o coração na voz e o grito mais feroz
Roberto Carlos;03050;COISA BONITA;Amo você assim
Roberto Carlos;03338;OS SEUS BOTÕES;Os botões da blusa que você usava
Roberto Carlos;01815;DE QUE VALE TUDO ISSO;De que vale tudo isso se você não es
Roberto Carlos;01816;É PAPO FIRME;Essa garota é papo firme
Roberto Carlos;01819;VOCÊ DEIXOU ALGUÉM A ESPERAR;Você deixou alguém a esperar
Roberto Carlos;01823;AQUELE BEIJO QUE TE DEI;Aquele beijo que te dei
Roberto Carlos;01836;FOLHAS DE OUTONO ;As folhas caem o inverno já chegou
Roberto Carlos;01850;PAREI, OLHEI ;Parou olhou
Roberto Carlos;01852;É TEMPO DE AMAR ;Nunca mais me fale assim
Roberto Carlos;01859;MEU QUERIDO, MEU VELHO, MEU AMIGO;Esses seus cabelos brancos bonitos
Roberto Carlos;01870;O CÔNCAVO E O CONVEXO;Nosso amor é demais
Roberto Carlos;01877;SÓ VOU GOSTAR DE QUEM GOSTA DE MIM;De hoje em diante
Roberto Carlos;01883;BRUCUTU;Olha o Brucutu Brucutu
Roberto Carlos;01889;MEXERICO DA CANDINHA;A Candinha vive a falar de mim em tu
Roberto Carlos;01892;COMO É BOM SABER;Ao contrário do que eu esperava
Roberto Carlos;01904;HISTÓRIA DE UM HOMEM MAU;Eu vou contar pra todos
Roberto Carlos;01917;OS SETE CABELUDOS;Tudo começou quando Lili foi à esquina
Roberto Carlos;01922;NOITE DE TERROR ;Fazia noite fria eu logo fui dormir
Roberto Carlos;01925;O PORTÃO;Eu cheguei em frente ao portão
Roberto Carlos;01936;O SÓSIA;Tudo começou quando certo dia
Roberto Carlos;01938;ROSINHA ;Oh Rosa Rosinha
Roberto Carlos;01975;DESABAFO;Por que me arrasto aos seus pés
Roberto Carlos;01982;A NAMORADA;Você
Roberto Carlos;02669;EU QUERO APENAS;Eu quero apenas olhar os campos
Roberto Carlos;02691;LUZ DIVINA;Luz que me ilumina o caminho
Roberto Carlos;02721;ESPERANDO VOCÊ;Não sei por que acreditei
Roberto Carlos;02762;NÃO SE ESQUEÇA DE MIM;Onde você estiver não se esqueça
Roberto Carlos;02763;NINGUÉM VAI TIRAR VOCÊ DE MIM;Não me canso de falar que te amo
Roberto Carlos;02743;NOSSO AMOR;Nosso amor não é possível terminar
Roberto Carlos;02852;ILEGAL, IMORAL OU ENGORDA;Vivo condenado a fazer o que não
Roberto Carlos;02860;SE VOCÊ PENSA;Se você pensa que vai fazer de mim
Roberto Carlos;02861;COMO DOIS É DOIS;Quando você me ouvir cantar venha não creia
Roberto Carlos;02865;ESSE CARA SOU EU;O cara que pensa em você toda hora
Roberto Carlos;02896;ROTINA;O sol ainda não chegou e o relógio há pouco
Roberto Carlos;02901;A MENINA E O POETA;Virgem menina morena
Roberto Carlos;02902;AS BALEIAS;Não é possível que você suporte a
Roberto Carlos;15012;FURDÚNCIO;Onde ela vai eu vou onde ela está eu estou
Roberto Carlos;15185;PELO AVESSO;E você reservada tão quieta não fala
Roberto Carlos;15233;JOGO DE DAMAS;Eu sei da sua vida e do seu passado
Roberto Carlos;15237;O HOMEM;Um certo dia um homem esteve aqui
Roberto Carlos;15238;O HOMEM BOM;Vai como um vento solto numa campina
Roberto Carlos;15242;A MULHER QUE EU AMO;A mulher que eu amo tem a pele morena
Roberto Carlos;15267;PROMESSA;Amanhã estarei tão distante de ti
Roberto Carlos;15309;O AMOR É MAIS;Pra saber o que é o amor é preciso amar
Roberto Carlos;15492;MEU MENINO JESUS;Ó meu Menino Jesus na noite desse Natal
Roberto Carlos;15525;CARTAS DE AMOR (LOVE LETTERS);Ontem amor eu reli as cartas que te escrevi
Roberto Carlos;15527;COMO AS ONDAS DO MAR;Você foi a paixão que esqueci de esquecer
Roberto Carlos;15564;ANA;Todo tempo que eu vivi procurando o meu
Roberto Carlos;15609;EU AMO DEMAIS;Agora não vou mais viver como eu vivia a
Roberto Carlos;15614;NÃO É PAPO PRA MIM;Se em festa de família o assunto é
Roberto Carlos;15669;O DIVÃ;Relembro a casa com varanda
Roberto Carlos;15681;A CIGANA;Na distância vi seu vulto desaparecer
Roberto Carlos;15745;QUANDO EU QUERO FALAR COM DEUS;Quando eu quero falar com Deus eu apenas
Roberto Carlos;15757;TUDO PARA;Quando a gente fecha a porta tanta coisa 
Roberto Carlos;15768;COSTUMES;Eu pensei que pudesse esquecer
Roberto Carlos;15780;O SHOW JÁ TERMINOU;O show já terminou vamos voltar a realidade
Roberto Carlos;15783;PRECISO LHE ENCONTRAR;Quando olho em minha volta onde quer que
Roberto Carlos;15799;VOCÊ NÃO SABE;Você não sabe quanta coisa eu faria
Roberto Carlos;15831;O MOÇO VELHO;Eu sou um livro aberto sem histórias
Roberto Carlos;15924;EU TE AMO, TE AMO, TE AMO;Tanto tempo longe de você
Roberto Carlos;15983;À JANELA;Da janela o horizonte a liberdade de uma estrada
Roberto Carlos;15962;AMOR PERFEITO;Fecho os olhos pra não ver passar o tempo
Roberto Carlos;16023;A MONTANHA;Eu vou seguir uma luz lá no alto eu vou ouvir
Roberto Carlos;03700;COMO VAI VOCÊ ?;Como vai você eu preciso saber da sua vida
Roberto Carlos;03751;EU PRECISO DE VOCÊ;Eu preciso de você
Roberto Carlos;03825;AMANTE À MODA ANTIGA;Eu sou aquele amante à moda antiga
Roberto Carlos;03881;LOBO MAU;Eu sou do tipo que não gosta
Roberto Carlos;03905;AS CANÇÕES QUE VOCÊ FEZ PRA MIM;Hoje eu ouço as canções que você
Roberto Carlos;03913;FALANDO SÉRIO;Falando sério
Roberto Carlos;03930;QUANDO;Quando você se separou de mim
Roberto Carlos;03985;ABRAZAME SÍ;Abrazame así
Roberto Carlos;03994;CORRO DEMAIS;Meu bem qualquer instante que eu
Roberto Carlos;03999;FERA FERIDA;Acabei com tudo, escapei com vida
Roberto Carlos;04087;NOSSA SENHORA;Cubra-me com seu manto de amor
Roberto Carlos;04100;VOCÊ NÃO SERVE PRA MIM;Não fique triste não se zangue
Roberto Carlos;04139;VÊ SE VOLTA PRA MIM;Deixa que eu me acerte com
Roberto Carlos;04147;CAMINHONEIRO;Todo dia quando eu pego a estrada
Roberto Carlos;04149;CAVALGADA;Vou cavalgar por toda a noite
Roberto Carlos;04209;PROPOSTA;Eu te proponho nós nos amarmos
Roberto Carlos;04270;EU TE DAREI O CÉU;Eu te darei o céu meu bem...
Roberto Carlos;04320;LADY LAURA;Tenho às vezes vontade de ser...
Roberto Carlos;04352;FORÇA ESTRANHA;Eu vi um menino correndo eu vi o tempo...
Roberto Carlos;04402;NAMORADINHA DE UM AMIGO MEU;Estou amando loucamente...
Roberto Carlos;04421;A GUERRA DOS MENINOS;Hoje eu tive um sonho que foi o mais...
Roberto Carlos;04432;DE TANTO AMOR;Ah! Eu vim aqui amor só pra me...
Roberto Carlos;04469;CUSTE O QUE CUSTAR;Já não sei dizer se sou feliz ou não...
Roberto Carlos;06023;O CALHAMBEQUE;Essa é uma das muitas...
Roberto Carlos;06045;AMOR SEM LIMITE;Quando a gente ama alguém de verdade...
Roberto Carlos;06085;AS CURVAS DA ESTRADA DE SANTOS;Se você pretende saber quem eu sou...
Roberto Carlos;06188;O GRANDE AMOR DA MINHA VIDA;A primeira vez em que eu te vi…
Roberto Carlos;06209;CAMA E MESA;Eu quero ser sua canção...
Roberto Carlos;06316;TODOS ESTÃO SURDOS;"La larara… ""Desde o começo…"
Roberto Carlos;06329;E POR ISSO ESTOU AQUI;Olha dentro dos meus olhos...
Roberto Carlos;06387;SUA ESTUPIDEZ;Meu bem meu bem você tem que…
Roberto Carlos;06425;NEGRO GATO;Eu sou o negro gato de arrepiar…
Roberto Carlos;07042;A GAROTA DO BAILE;Quem não acreditar
Roberto Carlos;07061;ARRASTA UMA CADEIRA;Amigo arrasta uma cadeira
Roberto Carlos;07130;EU SOU TERRÍVEL;Eu sou terrível e é bom parar
Roberto Carlos;07208;PAREI NA CONTRAMÃO;Vinha voando no meu carro
Roberto Carlos;07209;PEGA LADRÃO;Estava com um broto no portão
Roberto Carlos;07004;CANZONE PER TE;La festa appena cominciata
Roberto Carlos;07039;UN GATTO NEL BLU;Quando era bambino che allegria
Roberto Carlos;03235;QUERO QUE VÁ TUDO PRO INFERNO;De que vale o céu azul e o sol 
Roberto Carlos;03314;COMO É GRANDE O MEU AMOR POR VOCÊ;Eu tenho tanto pra lhe falar
Roberto Carlos ;07126;EU DISSE ADEUS;Eu disse adeus
Roberto Carlos - Jennifer Lopez;16422;CHEGASTE;Tanto tempo já vai caminhando
Roberto Carlos E Balão Mágico;07116;É TÃO LINDO;Se tem bigodes de foca nariz de taman
Roberto Leal;09437;DEIXA VIR O NATAL;O ano inteiro o mundo é cruel
Roberto Leal;01304;O IMIGRANTE;Tantos sonhos são desfeitos
Roberto Leal;03743;CASA PORTUGUESA;Numa casa portuguesa fica bem
Roberto Leal ;01091;BATE O PÉ ;Ai bate o pé bate o pé bate o pé
Roberto Leal ;01099;VERDE VINHO ;Ninguém na rua na noite fria
Roberto Livi;07997;MARIA ISABEL;A praia estava deserta o sol surgia
Roberto Muller;02704;ENTRE ESPUMAS;Uma noite sentou-se à minha mesa
Roberto Ribeiro;09551;TODO MENINO É UM REI;Todo menino é um rei
Roberto Trevisan;06879;UM MATUTO EM NEW YORK;Sou um matuto mas sou matuto de luxo
Robin S;19747;SHOW ME LOVE;Ahhh woh woh woh ohhh yeah yeah
Robinson Monteiro;06307;PRA SEMPRE EU VOU TE AMAR;Sei que nada vai mudar…
Rockwell;04588;KNIFE;You touched my life
Rod Stewart;04840;SAILING;I am sailing I am sailing….
Rod Stewart;09173;SOME GUYS HAVE ALL THE LUCK;Some guys have all the luck…
Rod Stewart;05915;I DON'T WANT TO TALK ABOUT IT;I can tell by your eyes
Rod Stewart;19378;FOREVER YOUNG;May the good Lord be with you
Rod Stewart;19509;MY HEART CAN'T TELL YOU NO;I don't want you to come round here no more
Rodrigo Faro;04484;NÃO DIGA NADA;Olha pra mim não diga nada...
Rodrigo Santos;01389;NÃO VÁ;Tenho saudades da nossa conversa
Rodrigo Snatos;09507;PÃO-DURO;Chegou o pão-duro
Rodriguinho;09858;PALAVRA DE AMIGO;Quantas vezes eu vou ter que te falar
Rodriguinho;02796;LUZ NA ESCURIDÃO;Por que será que toda vez que eu te ve
Rodriguinho e Nana Damasceno;01222;O AMOR VENCEU;Conto os dias conto as horas
Rodriguinho e Thiaguinho ;01078;FATALMENTE ;Passei a vida inteira
Roger e Robson;01219;LINDA MENINA;Linda... menina linda
Roger e Robson-Eduardo Costa;01680;QUÍMICA;Vai encarar ou me deixar aqui falando
Rolando Boldrin;09473;MANHÃ BONITA;Manhã bonita apaixonada vem pra fest
Rolling Stones;04908;(I CAN'T GET NO) SATISFACTION;I can't get no satisfaction...
Rolling Stones;04960;RUBY TUESDAY;She would never say where she came from...
Rolling Stones;04860;ANGIE;Angie, Angie...
Rolling Stones;04927;JUMPIN' JACK FLASH;Wah-choo! ...
Rolling Stones;04991;WILD HORSES;Childhood living is easy to do...
Rolling Stones;02613;LADY JANE;My sweet Lady Jane
Rolling Stones;04567;AS TEARS GO BY;It is the evening of the day
Ronaldo Bezerra;02999;TU ÉS SANTO;Tu és Santo poderoso Tu és digno
Ronaldo E Os Barcelos;03954;FELIZ ANIVERSÁRIO;Feliz aniversário meu amor, espero
Ronaldo Resedá;15743;PLUMAS E PAETÊS;Você sabe você sabe qual é a ultima moda
Ronaldo Resedá;06380;MARROM GLACÊ;Champagne no gelo salgados e doces…
Ronaldo Resedá;06824;KITCH ZONA SUL;A vida que eu imaginei
Ronnie Von;09405;CACHO DE UVA;Assim como a brisa
Ronnie Von;01360;DIA DE FOLGA;Eu almoço sozinho e você ainda na c
Ronnie Von;01370;TEMPO DE ACORDAR;Eu acordei e notei
Ronnie Von;02711;MEU BEM;Se você quiser ouvir então a minha história
Ronnie Von;15566;CAVALEIRO DE ARUANDA;Quem é o cavaleiro que vem lá de Aruanda
Ronnie Von;15616;O CARPINTEIRO (IF I WERE A CARPENTER);Num conto de fadas um carpinteiro sozinho
Ronnie Von;15617;O PEQUENO PRÍNCIPE;De um astro um dia ele desceu e o deserto
Ronnie Von;04145;CACHOEIRA;Tantos mistérios pra desvendar
Ronnie Von;03003;A PRAÇA;Hoje eu acordei com saudades de você
Rosa de Saron;15676;SEM VOCÊ;Minha vida minha história só fez sentido
Rosa de Saron;15729;CARTAS AO REMETENTE;Há quem amou demais há quem chorou
Rosa Passos;07161;LADEIRA DA PREGUIÇA;Essa ladeira que ladeira é essa
Rosana;09505;ONDE O AMOR ME LEVA;Não eu digo com certeza
Rosana;09441;DIRETO NO OLHAR;Eu saio dos teus mistérios
Rosana;01611;MÚSICA E LÁGRIMA;O rádio então tocou a música outra v
Rosana;01806;CUSTE O QUE CUSTAR;Guarde um pedacinho de você
Rosana;01927;ORAÇÃO (Disney);Se alguém está me ouvindo
Rosana;04366;O AMOR E O PODER;A música na sombra o ritmo no ar...
Rosana;03480;NEM UM TOQUE;Tanta coisa pra dizer e a gente nem se
Rosana ;01764;AMOR DIVIDIDO;Nem sempre a vida vem 
ROSE NASCIMENTO;05639;VITÓRIA DE ELIAS;A bíblia nos fala de um homem de Deus...
Rose Nascimento;07783;FIEL POR TODA VIDA;Se alguém tentar te humilhar
Rose Nascimento;07872;SEMPRE FIEL;Deus sempre abre uma porta pra livrar
Rosemary;06018;JÓIA;Como jóia rara que precisa ser...
Rouge;06499;NÃO DÁ PRA RESISTIR;Eu não quero confessar…
Rouge;06507;RAGATANGA (ASEREJÉ);Olha lá quem vem virando a esquina…
Rouge;06527;BEIJO MOLHADO ;Quero tanto espero tanto seu beijo…
Rouge;06564;BRILHA LA LUNA;Quero uma noite pra bailar o zouk…
Rouge;06639;UM ANJO VEIO ME FALAR;Tão difícil entender o coração…
Rouge;06725;BLÁ BLÁ BLÁ;Você sabe tudo pra ensinar...
Rouge;06829;PÁ PÁ LÁ LÁ;Quando te vejo assim
Roupa Nova;09351;UM ANJO MUITO ESPECIAL;Anjo anjo... uô ôh u-ôh u-ôh ôh
Roupa Nova;09638;CHAMA;Pelo brilho da manhã sinto acesa a c
Roupa Nova;01221;NATAL TODO DIA;Um clima de sonho se espalha no ar
Roupa Nova;01494;COM VOCÊ FAZ SENTIDO;Mais um sinal pessoas passam por mim
Roupa Nova;01567;ME FAÇA UM FAVOR;Quero que você me faça um favor
Roupa Nova;01700;OS CORAÇÕES NÃO SÃO IGUAIS;Você tem o tempo que quiser
Roupa Nova;03253;SEGUINDO NO TREM AZUL;Confessar sem medo de mentir
Roupa Nova;03502;A FORÇA DO AMOR;Abriu minha visão no jeito do amor
Roupa Nova;03515;DE VOLTA PRO FUTURO;Sou o mesmo que te amou não me diga
Roupa Nova;03300;WHISKY A GO-GO;Foi numa festa gelo e cuba libre
Roupa Nova;03514;CRISTINA;Sua boca na minha, seus olhos fechados
Roupa Nova;03550;VOLTA PRA MIM;Amanheci sozinho na cama num vazio
Roupa Nova;03405;ANJO;Se você vê estrelas demais lembre
Roupa Nova;03313;COMEÇO, MEIO E FIM;A vida tem sons que pra gente ouvir
Roupa Nova;03527;LINDA DEMAIS;Linda só você me fascina te desejo
Roupa Nova;03553;AMAR É...;Amar...é quando não dá mais pra
Roupa Nova;15387;MISTÉRIOS;De uma costela foi gerada sopro da vida
Roupa Nova;15434;SONHO;Leve feito o vento vem já quase de 
Roupa Nova;03630;NOSSA HISTÓRIA;Hoje eu venho outra vez meu lugar
Roupa Nova;04020;VOCÊ NO CORAÇÃO;Não sei porque
Roupa Nova;04102;BEM MAIOR;Bem maior que os mares
Roupa Nova;04104;CLAREAR;Clarear baby clarear
Roupa Nova;04214;SENSUAL;Nada a dizer antes de sentir
Roupa Nova;04218;TÍMIDA;Lábios com sabor de hortelã
Roupa Nova;04265;CANÇÃO DE VERÃO;É como um sol de verão queimando...
Roupa Nova;04471;DEIXA O AMOR ACONTECER;Qualquer coisa no meu coração...
Roupa Nova;06067;MEU UNIVERSO É VOCÊ;Mais que a luz das estrelas ah ah..
Roupa Nova;06125;CORAÇÃO PIRATA;Na na iê...O meu coração pirata...
Roupa Nova;06273;SAPATO VELHO;Você lembra lembra…
Roupa Nova;06287;BEM SIMPLES;Tudo bem simples tudo natural…
Roupa Nova;06634;SHOW DE ROCK'N ROLL;Ela só se liga em astrologia…
Roupa Nova;06835;RAZÃO DE VIVER;Lá no final há um lugar
Roupa Nova;06842;À FLOR DA PELE;Ninguém merece solidão fala pro
Roupa Nova;06928;JÁ NEM SEI MAIS;Às vezes não entendo o frio…
Roupa Nova;06936;MARGARIDA;Andei terras do meu reino em vão…
Roupa Nova;06943;MUITO MAIS;Melhor acreditar…
Roupa Nova;07097;CORAÇÕES PSICODÉLICOS;Ainda me lembro daquele beijo
Roupa Nova;03005;A VIAGEM;Há tanto tempo que eu deixei você 
Roupa Nova;03068;DONA;Dona desses traiçoeiros
Roupa Nova e Cláudia Leite;09353;UM SONHO A DOIS;Ela sabe o jeito de agradar
Roupa Nova e Ivete Sangalo;01616;O SAL DA TERRA;Vamos precisar de todo mundo
Roxette;04832;LISTEN TO YOUR HEART;I know there's somethin'…
Roxette;04977;THE LOOK;One two three four...
Roxette;19879;SLEEPING IN MY CAR;I'll tell you what I've done
Roxette;05896;DRESSED FOR SUCCESS;Tried to make it little by little
Roxette;05927;JOYRIDE;Hello you fool I love you
Roxette;02587;FADING LIKE A FLOWER;In a time where the sun descends alone
Roxette;19181;HOW DO YOU DO;I see you comb your hair and gimme that grin
Roxette;19389;MILK AND TOSTED HONEY;Milk and toast and honey make it sunny
Roxette;19647;CRASH! BOOM! BANG!;My Papa told me to stay out of trouble
Roxette;19691;DANGEROUS;Hold on tight you know she's a little bit dangerous
Roxette;19756;VULNERABLE;Everywhere I look I see her smile
Roxette;19793;QUEEN OF RAIN;In that big big house there are fifty doors
Roxette;04727;IT MUST HAVE BEEN LOVE;It must have been love But it’s over now...
Roxette;04771;SPENDING MY TIME;What’s the time...
Roy Orbison;09076;YOU GOT IT;Every time I look into your lovely eyes
Roy Orbison;04757;PRETTY WOMAN;Pretty woman walking down the street...
Roy Orbison;04645;ONLY THE LONELY;Only the lonely you know the way
Royce Do Cavaco;03004;A SAUDADE DÓI;Não ligue pro que aconteceu
Royce Do Cavaco;03107;FRENTE A FRENTE;A gente se enganou pensando que era
Royce Do Cavaco;03579;MEU CORAÇÃO É TEU;Infelizmente nós somos assim
Royce Do Cavaco;03638;SÓ VOCÊ;Quando a luz se apaga
Rpm;07284;A CRUZ E A ESPADA;Havia um tempo em que eu vivia
Rpm;07431;REVOLUÇÕES POR MINUTO;Sinais de vida no país vizinho
RPM;16064;JUVENÍLIA;Sinto um imenso vazio e o Brasil que herda
Rpm;04334;RÁDIO PIRATA;Abordar navios mercantes...
Rpm;04440;LOURAS GELADAS;Disfarça e faz que nem me viu...
Rpm;06361;ALVORADA VORAZ;Virada do século alvorada…
Rpm;06440;VIDA REAL;Se você pudesse me dizer…
Rpm;06471;ONDE ESTÁ O MEU AMOR;Onde está o meu amor…
Rpm;06589;RAINHA;Vem como uma chuva de verão…
Rpm;03197;OLHAR 43;Seu corpo é fruto proibido
Rud e Robson;09543;TATUAGEM;Quanto mais eu penso O tempo passa
Rud e Robson;01237;TOMAR UM GOLE;Eu to cansado de trabaiá eu quero tom
Rumo Ao Penta;06348;RUMO AO PENTA;Não tem lero lero não tem zum ...
Rush;05853;A FAREWELL TO KINGS;When they turn the pages of history
Ryan e Sharpay;05876;BOP TO THE TOP;Mucho gusto ay que fabulosa
S Club 7;19346;NEVER HAD A DREAM COME TRUE;Everybody's got something they had to leave
S. Harnick & J. Bock;04655;SUNRISE SUNSET;Is this the little girl I carried
S.C.Foster;04542;OH SUSANNA;I've come from Alabama with my banjo
Sá E Guarabira;03260;SOBRADINHO;O homem chega e já desfaz a natureza
Sá E Guarabira;06780;HARMONIA;Como um bicho da rua pode ter...
Sá E Guarabira;06836;ROQUE SANTEIRO;Dizem que Roque Santeiro
Sá E Guarabira;03078;ESPANHOLA;Por tantas vezes eu andei mentindo
Sá e Guarabira ;01243;ATRÁS POEIRA ;Ele pegou um baio
Sá, Rodrix e Guarabyra;02724;MESTRE JONAS;Dentro da baleia mora mestre Jonas
Sá, Rodrix e Guarabyra;15334;JESUS NUMA MOTO;Preso nessa cela de ossos carne e san
Sade;09056;SMOOTH OPERATOR;Diamond life lover boy
Sade ;09209;BY YOUR SIDE ;You think I'd leave your side baby 
Sagrado Coração Da Terra;06276;SOB O SOL;Sobre as nossas cabeças o sol…
Sai;19725;CHEAP THRILLS;Come on come on turn the radio on
Salgueiro;16107;PEGUEI UM ITA NO NORTE;Ô explode explode coração na maior felicidade
Sam Smith;19839;TOO GOOD AT GOODBYES;You must think that I'm stupid
Sam Smith;19232;STAY WITH ME;Guess it's true I'm not good
Sam Smith;19342;I'M NOT THE ONLY ONE;You and me we made a vow
Sam Smith;19640;WRITING'S ON THE WALL;I've been here before
Samantha Mumba;04896;GOTTA TELL YOU;Yeah, yeah, yeah, yeah, yeah...
Samantha Sang & Bee Gees;09025;EMOTION;It's over and done
Sammy Davis Jr.;19179;HELLO DETROIT;You're a fighter you're a lover
Sampa Crew;07552;AMOR VIRTUAL;Meu a mor virtual...
Sampa Crew;01113;NO MESMO LUGAR;Já faz algum tempo
Sampa Crew;01466;QUER ME DOMINAR;Quem é que brinca de amor
Sampa Crew;01995;ETERNO AMOR;Oculto em minha alma há tempos tranca
Sampa Crew;04241;ME DÊ UMA CHANCE;Amor escrevo esta carta
Sampa Crew;06132;EU NASCI PRA TE AMAR;Eu nasci pra te amar só pra te amar...
Sampa Crew;06838;VOCÊ PERTO DE MIM;Como fazer pra esquecer teu beijo
Sampa Crew;03358;CORAÇÃO TE ACALMA;Quantas vezes eu te disse coração
Sampa Crew;03398;VERDADE PAIXÃO;Eu vou além de mim sem nada temer
Sampa Crew;03475;MESMO ASSIM;Foram tantas coisas boas
Sampa Crew ;01261;O ANJO E A FLOR ;Preste atenção tudo é segredo
Sampa Crew e Dani Voguel;01410;DISTÂNCIA;Você não tá entendendo que eu não tô
Samprazer;15124;ISSO É CAÔ;Se liga aí estão querendo por um fim no amor da gente
Samprazer;15144;NA PAGODEIRA;Minha namorada tá de mal comigo
Sandra De Sá;07391;NÃO VÁ;De repente me deu
Sandra De Sá;03594;SOZINHA;Às vezes no silêncio da noite
Sandra de Sá;15154;SOUL DE VERÃO (FAME);Tudo vai mudar quando essa luz se acender
Sandra De Sá;04017;VAMOS VIVER;Vamos consertar o mundo
Sandra De Sá;04211;RETRATOS E CANÇÕES;Hoje eu me peguei
Sandra De Sá;04463;AGORA EU SEI;Você me diz que eu sou seu...
Sandra De Sá;06031;SOLIDÃO;Solidão dá um tempo e vai saindo...
Sandra De Sá;06334;JOGA FORA;É cansei já não dá mais...
Sandra De Sá;03308;BYE, BYE TRISTEZA;Ninguém aqui é puro anjo ou demônio
Sandra De Sá ;07203;OLHOS COLORIDOS;Os meus olhos coloridos me fazem refl
Sandra De Sá E Gabriel O Pensador;06092;DANÇANDO COM A VIDA;Eu não devo nada a ninguém...
Sandra De Sá E Tim Maia;03963;NÃO TEM SAÍDA;Eu errei... Mas jogue a primeira
Sandra ;09227;MARIA MAGDALENA ;You take my love you want my soul 
